1.0,0.2793865954397133,-1.2039728043259361
1.01,0.2674514951512454,-1.2039728043259361
1.02,0.25520542705646787,-1.203972804325936
1.03,0.24263070511662657,-1.2039728043259361
1.04,0.22970800387236395,-1.2039728043259361
1.05,0.21641613974330196,-1.2039728043259361
1.06,0.2027318132374793,-1.2039728043259361
1.07,0.18862930313292442,-1.2039728043259361
1.08,0.17408010116250516,-1.203972804325936
1.09,0.15905247233404976,-1.2039728043259361
1.1,0.143510921396255,-1.2039728043259361
1.11,0.12741553959244445,-1.2039728043259361
1.12,0.11072119693864028,-1.2039728043259361
1.13,0.09337653260679697,-1.2039728043259361
1.1400000000000001,0.07532267768747507,-1.2039728043259361
1.15,0.05649161760055698,-1.203972804325936
1.16,0.03680406070309184,-1.2039728043259361
1.17,0.01616661672367446,-1.203972804325936
1.18,-0.005532011297821936,-1.2039728043259361
1.19,-0.028426281739750953,-1.2039728043259363
1.2,-0.052681254482252915,-1.203972804325936
1.21,-0.07850344876568219,-1.203972804325936
1.22,-0.10615727100158283,-1.203972804325936
1.23,-0.13599098288178085,-1.2039728043259361
1.24,-0.16848004484592385,-1.2039728043259361
1.25,-0.20430466855149088,-1.2039728043259361
1.26,-0.24450200132679253,-1.2039728043259361
1.27,-0.29080610642944693,-1.2039728043259361
1.28,-0.3465745079472614,-1.2039728043259361
1.29,-0.42041245363383356,-1.2039728043259361
1.3,-0.6019845126545229,-1.2039728043259361
1.31,-0.601987216249772,-1.2039728043259361
1.32,-0.6019866039380525,-1.2039728043259361
1.33,-0.6019874504487396,-1.2039728043259361
1.34,-0.6019871622782262,-1.2039728043259361
1.35,-0.6019870604226152,-1.2039728043259361
1.3599999999999999,-0.6019871051719787,-1.2039728043259361
1.37,-0.6019869756964652,-1.2039728043259361
1.38,-0.601985699085888,-1.2039728043259361
1.3900000000000001,-0.2833093992329242,-1.2039728043259361
1.4,-0.15636922224773336,-1.2039728043259361
1.4100000000000001,-0.07390944242563809,-1.2039728043259361
1.42,-0.012023028744168173,-1.2039728043259361
1.43,0.037751761297295364,-1.2039728043259361
1.44,0.07949195079753019,-1.2039728043259361
1.45,0.11549632703350435,-1.203972804325936
1.46,0.14719494141862122,-1.203972804325936
1.47,0.17553730804547554,-1.203972804325936
1.48,0.20119331939444732,-1.2039728043259361
1.49,0.22464359560833996,-1.2039728043259361
1.5,0.23622299558087378,-1.2039728043259361
1.51,0.2344772604085001,-1.203972804325936
1.52,0.23255613428857763,-1.2039728043259361
1.53,0.23530881249364477,-1.2039728043259361
1.54,0.2378530807874285,-1.2039728043259361
1.55,0.15656014034415447,-1.2039728043259361
1.56,-0.15449762425269964,-1.2039728043259361
1.57,0.0449879957002382,-1.2039728043259361
1.58,0.07801717852230663,-1.2039728043259361
1.5899999999999999,0.10789902639996042,-1.2039728043259361
