選手名,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Team
伊達 朱里紗,2.27874921693949,1.5445315444194496,0.04309610190407529,-2.5920899010327063,-0.12162096473149235,1.8650442688432898,-0.7211850060143128,-0.4121532139555078,-0.14929924460867233,0.3942671281776052,0.3756619903894325,0.17952175915096338,-0.03699771143107226,0.0033695831925146234,0.0484314799569807,-0.056052584194863815,0.014198241885871885,KONAMI 麻雀格闘倶楽部
多井 隆晴,3.4476038475907775,-1.7804875604176658,1.2241267453747264,1.7535167464629968,-0.2038633340366942,-0.41040657776548267,-0.5010617070241936,-0.04898764394227201,-0.3247597587313539,0.4326103083296501,0.3451817657090114,-0.0004848773041146294,0.011494632923742023,0.07407199794437572,-0.02734732104037699,0.039852517914978514,0.060470623917020565,渋谷ABEMAS
白鳥 翔,1.3148944042405182,-1.5016389350143098,0.07344461924385377,1.2860703279275112,-1.9562314807846688,0.8107004351874543,-0.37743392799972275,0.9036816316959448,-0.02029699187578397,0.27637484180375993,0.022562740501638735,-0.025571629016656584,-0.01742423856407571,-0.07454736214357237,0.023271620949363466,-0.05804681314058839,0.00949174314347761,渋谷ABEMAS
松本 吉弘,2.174619765622782,-0.3792501600255568,-0.48022941513746525,-0.6187858742169087,1.7841373640533709,-0.3416132972797358,-1.1947293700382704,0.1691746008878382,0.20416604284164488,0.23461850721599728,-0.43957376558897987,-0.11203283076871497,0.05515119345341331,0.028223770540734706,-0.05358451747790985,0.0626964995173041,0.033854142138466166,渋谷ABEMAS
日向 藍子,-1.7987369820185293,-2.406444578156181,1.6060220552031024,0.2807690312851007,-0.9261723784064774,-0.21035961287566107,-1.353725581592618,-0.47425757889463316,-0.07488498002273757,-0.9230381427228397,0.3079800196655729,0.09090225725316887,0.02627837913295247,-0.10149652145550876,-0.09083503497053164,-0.031232928638161933,-0.03074049042846066,渋谷ABEMAS
魚谷 侑未,-0.8130433441040898,-1.3102672584762611,-1.8694805407567041,-0.32237535675336493,-0.07042971323043554,-0.2666923310865018,0.2140139463000346,-0.6392268285337184,0.19568829328389212,0.05881206009858569,-0.6929761857987466,-0.22776839095703474,0.12268858935430198,-0.05094739883549809,0.010027657834544087,-0.06297778762738068,0.03537726985596327,セガサミーフェニックス
近藤 誠一,-0.4597975802308053,0.7633826980043333,-0.7589831880449193,-0.05450651881534726,-1.3252181791650097,-0.1593022878119527,-0.7645453662487728,0.47453271954968707,0.5152998695442303,1.0219299050758968,-0.1319495685495035,0.046190232395162824,0.07311951059857401,0.01109476838057652,-0.01788871965888846,-0.01706902342406582,-0.00395683142583903,セガサミーフェニックス
茅森 早香,2.009791298722593,2.875584436738989,-0.2460318399930037,1.2734753075795096,0.6106956139513471,0.9273471403159921,-0.5426904719244257,1.4146929246780875,0.1823718244983863,-0.8748816610707102,-0.16310869779306136,0.1321094886128929,-0.12223254372152381,0.019661071500526754,0.04148448045565602,0.05808862745441088,-0.02248934058354868,セガサミーフェニックス
東城 りお,-0.07428640637894167,0.3553072686680988,1.6453225602660628,-2.086122519588627,-1.3281486297017668,1.3076184443575136,0.46942641680106567,0.47741249090180743,-0.7046420724553203,0.26395860888905737,-0.35545484757659035,-0.05326997265298688,-0.06056145956667591,-0.02916635381826536,-0.0472929145521016,0.03972688374393785,0.004604261042397362,セガサミーフェニックス
萩原 聖人,-4.094155744357891,0.5358976235936046,1.6106418112165568,2.775616065883139,0.5008600059472869,0.7035140080681913,-0.9976950852797968,-0.6142489775898585,0.39217222375862326,0.1518111433880351,-0.420620437119638,0.06143331840188402,-0.0421910382665553,0.040927311010354225,0.020010356148233294,0.008145532466767812,-0.005108434766449608,TEAM RAIDEN / 雷電
瀬戸熊 直樹,-5.038315392924803,2.1424805196292276,0.3697777970030593,0.6816380059646537,0.32015318839443957,0.42180244926630345,1.3408304276902432,0.04047319501793361,-0.47695959061599597,-0.11702383497013742,0.24044506996361772,0.06939189887624948,0.022796782583602203,0.07319125200960207,-0.03841857932494262,-0.007352389842699539,0.047305057957296406,TEAM RAIDEN / 雷電
黒沢 咲,-1.8633538514297634,2.3745519462259126,-0.06152846537831301,0.3003905080747467,0.02531328207524329,-1.5519916189133414,-0.02091819915060115,-0.7295390488619933,-1.0594106914785122,-0.17380344907515696,-0.0636069369927453,-0.20515340305151372,-0.1649478379090304,0.047448208572896756,0.03402875577432545,0.03653002945249427,-0.01212143470809895,TEAM RAIDEN / 雷電
本田 朋広,-2.5425283154223135,-0.9436736064857175,-0.1967910480358246,1.6213844432207711,0.20307538509702716,0.12432829687584454,0.43975826957443725,-0.36975740802059437,-0.19361342638099976,0.5141358567283072,0.39311685814523484,-0.1455370257041547,-0.07581097822821242,-0.015051377409517128,-0.028515762130059776,-0.07781806662869477,-0.039371802090516834,TEAM RAIDEN / 雷電
小林 剛,2.2091996645767953,-2.0631610967331557,-1.3884919264469753,0.9573258387155651,-0.134516035633824,0.9088426565814264,1.5731010443514954,-0.45049477549965505,0.04572523185845875,0.6464369356667622,-0.2779308376398669,0.1508836638407587,-0.1762525639951366,0.023187328953565768,-0.014954709740637147,-0.00022764888101274241,-0.026631807793101866,U-NEXT Pirates
朝倉 康心,1.08318117860543,0.035583945605345474,-1.0950415186712512,-2.5965758054542847,2.8355531844064803,0.23423570590650125,-0.7488156135978233,-0.4365222982299263,-0.270597973004638,-0.16288309442616733,0.4746281391161672,0.010791162023213797,-0.1451242052309789,0.007213784921385409,-0.023591599445103674,-0.06446315757325229,-0.0017581349957545471,U-NEXT Pirates
石橋 伸洋,-2.6083590493470723,-2.6178951868980658,0.7795591192003166,-0.6391217755381287,0.4606692667178182,0.07215806041928224,0.026449104081965626,-0.4772629822187764,0.7081139456238866,-0.09152503082603895,0.18196961054684743,0.18686778213927,-0.017511029554257103,-0.13876285937475333,0.048383952398998294,0.12018019971688579,0.02457899147227556,U-NEXT Pirates
瑞原 明奈,5.394405046122892,1.4188517219005747,3.9444207530027415,0.010615160268349612,0.8136757727281682,-0.2008857958083224,0.5485712594154302,-1.0926541954696802,0.013331715548204816,0.178574060950646,-0.1509662864606562,-0.16130806685617338,0.14430664416508446,-0.06787438589937236,0.11343106471240068,0.0013974717734099875,-0.024681444570109644,U-NEXT Pirates
